BRUSDT 1m | 306 candles | 17.09 12:00 - 17.09 17:05
Impulse: 31.9%% at 12:12 MSK (0.5307 -> 0.7000)
POC=0.6506, RANGE=+/-20%% (0.5205 - 0.7807)

time,open,high,low,close,volume
15:33,0.6540,0.6650,0.6537,0.6555,191963
15:34,0.6555,0.6627,0.6514,0.6551,204913
15:35,0.6551,0.6560,0.6533,0.6537,47970
15:36,0.6537,0.6552,0.6513,0.6526,37317
15:37,0.6526,0.6553,0.6522,0.6532,22135
15:38,0.6532,0.6542,0.6521,0.6528,32920
15:39,0.6528,0.6549,0.6526,0.6526,21538
15:40,0.6526,0.6535,0.6513,0.6517,45155
15:41,0.6517,0.6546,0.6517,0.6529,16604
15:42,0.6529,0.6597,0.6529,0.6577,38134
15:43,0.6577,0.6605,0.6566,0.6574,49558
15:44,0.6574,0.6574,0.6547,0.6565,19968
15:45,0.6565,0.6600,0.6563,0.6579,20837
15:46,0.6579,0.6579,0.6526,0.6532,21500
15:47,0.6532,0.6545,0.6524,0.6540,14848
15:48,0.6540,0.6540,0.6491,0.6492,23724
15:49,0.6492,0.6531,0.6459,0.6505,78929
15:50,0.6505,0.6514,0.6453,0.6494,73621
15:51,0.6494,0.6517,0.6486,0.6512,83961
15:52,0.6512,0.6514,0.6493,0.6510,29766
15:53,0.6510,0.6513,0.6482,0.6490,10802
15:54,0.6490,0.6497,0.6476,0.6497,14339
15:55,0.6497,0.6511,0.6480,0.6485,19061
15:56,0.6485,0.6488,0.6447,0.6470,48608
15:57,0.6470,0.6480,0.6460,0.6464,18384
15:58,0.6464,0.6468,0.6427,0.6447,60275
15:59,0.6447,0.6514,0.6438,0.6502,40536
16:00,0.6502,0.6525,0.6487,0.6501,28683
16:01,0.6501,0.6504,0.6469,0.6480,23782
16:02,0.6480,0.6537,0.6480,0.6530,45454
16:03,0.6530,0.6537,0.6507,0.6532,23226
16:04,0.6532,0.6543,0.6522,0.6528,24600
16:05,0.6528,0.6559,0.6521,0.6554,32635
16:06,0.6554,0.6610,0.6554,0.6582,90548
16:07,0.6582,0.6613,0.6575,0.6586,35260
16:08,0.6586,0.6598,0.6557,0.6568,39501
16:09,0.6568,0.6571,0.6524,0.6538,59458
16:10,0.6538,0.6554,0.6491,0.6510,48412
16:11,0.6510,0.6547,0.6499,0.6534,68007
16:12,0.6534,0.6551,0.6522,0.6548,18623
16:13,0.6548,0.6588,0.6540,0.6578,18011
16:14,0.6578,0.6580,0.6531,0.6533,32063
16:15,0.6533,0.6575,0.6523,0.6550,36278
16:16,0.6550,0.6553,0.6538,0.6553,15699
16:17,0.6553,0.6567,0.6545,0.6559,34368
16:18,0.6559,0.6562,0.6542,0.6549,17194
16:19,0.6549,0.6555,0.6524,0.6538,8614
16:20,0.6538,0.6599,0.6537,0.6569,45531
16:21,0.6569,0.6577,0.6559,0.6571,16044
16:22,0.6571,0.6571,0.6558,0.6560,7207
16:23,0.6560,0.6576,0.6554,0.6558,14712
16:24,0.6558,0.6565,0.6549,0.6552,8603
16:25,0.6552,0.6555,0.6539,0.6550,3511
16:26,0.6550,0.6558,0.6534,0.6549,11447
16:27,0.6549,0.6570,0.6540,0.6557,13403
16:28,0.6557,0.6563,0.6547,0.6558,11339
16:29,0.6558,0.6577,0.6555,0.6561,13824
16:30,0.6561,0.6561,0.6539,0.6544,7781
16:31,0.6544,0.6544,0.6466,0.6483,59953
16:32,0.6483,0.6518,0.6454,0.6507,75011
16:33,0.6507,0.6507,0.6475,0.6487,53032
16:34,0.6487,0.6497,0.6474,0.6482,12141
16:35,0.6482,0.6526,0.6480,0.6485,31764
16:36,0.6485,0.6489,0.6415,0.6445,74487
16:37,0.6445,0.6483,0.6444,0.6481,62551
16:38,0.6481,0.6515,0.6470,0.6501,81328
16:39,0.6501,0.6513,0.6486,0.6488,50265
16:40,0.6488,0.6522,0.6488,0.6505,11376
16:41,0.6505,0.6508,0.6481,0.6481,17808
16:42,0.6481,0.6508,0.6481,0.6497,9566
16:43,0.6497,0.6508,0.6488,0.6498,14166
16:44,0.6498,0.6508,0.6491,0.6499,9319
16:45,0.6499,0.6537,0.6494,0.6512,30238
16:46,0.6512,0.6526,0.6503,0.6521,4149
16:47,0.6521,0.6564,0.6508,0.6557,36583
16:48,0.6557,0.6562,0.6535,0.6540,33019
16:49,0.6540,0.6549,0.6532,0.6542,12365
16:50,0.6542,0.6566,0.6526,0.6542,19954
16:51,0.6542,0.6551,0.6517,0.6519,28502
16:52,0.6519,0.6542,0.6513,0.6541,7659
16:53,0.6541,0.6541,0.6507,0.6512,31910
16:54,0.6512,0.6533,0.6500,0.6526,8363
16:55,0.6526,0.6527,0.6500,0.6518,17118
16:56,0.6518,0.6524,0.6501,0.6507,9915
16:57,0.6507,0.6520,0.6500,0.6513,10167
16:58,0.6513,0.6513,0.6489,0.6504,17027
16:59,0.6504,0.6505,0.6487,0.6494,29506
17:00,0.6494,0.6506,0.6470,0.6481,23760
17:01,0.6481,0.6504,0.6475,0.6480,28523
17:02,0.6480,0.6579,0.6475,0.6534,193218
17:03,0.6534,0.6564,0.6528,0.6542,21915
17:04,0.6542,0.6547,0.6531,0.6544,4686
17:05,0.6544,0.6550,0.6517,0.6529,20231
